documentid,property,value
4981920,借款,513855
4981920,违约金,1013855
4981920,借款,513855
4985101,货款,269241.91
4985101,违约金,40000.00
4985993,鉴定费,700
4985993,鉴定费,700
4994639,律师费,25570
5009838,借款,306755.57
5009838,利息,11109.74
5009838,罚息,506.25
5011480,违约金,486991.16
5011484,违约金,247417.17
5011487,违约金,486991.16
5011492,违约金,614981.98
5011496,违约金,257795.7
5011500,违约金,640778.91
5015805,借款,100000
5015805,违约金,19520
5017357,租金,21340
5017357,违约金,2458
5017357,律师费,2000
5018141,借款,700000
5018141,利息,133240
5019680,医疗费用,34338.56
5019680,误工费,397.22
5019680,精神损害抚慰金,40000
5019680,护理费,225
5019680,鉴定费,1500
5019680,交通费,500
5019680,误工费,1000
5019680,医疗费,10000
5019884,医疗费用,101797.76
5019884,门诊费用,117
5019884,护理费,18250
5019884,鉴定费,1700
5019884,残疾赔偿金,30922
5019884,精神抚慰金,3000
5019884,医疗费用,101797.76
5019884,门诊费用,117
5019884,护理费,18250
5019884,鉴定费,1700
5020091,利息,7094.22
5021231,借款,240000
5021301,护理费,5689
5024885,借款,1600000
5024885,利息,216500
5024885,违约金,527180
5025866,借款,300000
5025866,利息,13500
5025866,利息损失,23999.58
5025866,借款,300000
5031484,医疗费,10000
5031484,误工费,32806.15
5031484,护理费,12000
5031484,交通费,201
5031484,精神损害抚慰金,20000
5031484,伤残赔偿金,44992.85
5031484,医疗费,20623.69
5031484,住院伙食补助费,2700
5031484,住院伙食补助费,2700
5031484,残疾赔偿金,118146.69
5031484,医疗费,67785
5031484,垫付款,45190
5033197,借款,40000
5034010,律师费,16068
5036860,精神抚慰金,40000
5036860,误工费,1500
5036860,交通费,3000
5036860,鉴定费,1000
5037753,借款,50000
5043385,医疗费,10000
5043385,精神抚慰金,25000
5043385,伤残赔偿金,85000
5043385,医疗费,82426.31
5043385,伤残赔偿金,96428
5043385,误工费,17755
5043385,护理费,14155
5043385,伙食补助费,1500
5043385,营养费,4500
5043385,交通费,1000
5045229,医疗费,3327.39
5045996,伤残补助金,26997.75
5045996,工伤医疗补助金,17998.50
5045996,一次性伤残就业补助金,29997.50
5045996,停工留薪期工资,11489.04
5045996,护理费,3760
5045996,住院伙食补助费,255
5045996,交通费,300
5045996,鉴定费,414.85
5048078,医疗费,10000
5048078,护理费,7200
5048078,误工费,33270.40
5048078,交通费,1550
5048078,各项损失,3830.25
5048755,交通费,3000
5048919,借款,179690
5048919,利息,36734
5049022,误工费,6981.33
5049096,货款,239200
5049096,违约金,50000
5050256,伙食补助费,22096.1
5050280,精神损害抚慰金,110215
5052031,经济补偿,41400
5052031,工资,11191.48
5052031,工资,17131.03
5053455,借款,2600000
5055264,借款,400000
5055264,违约金,120000
5055724,借款,9835993.14
5055724,利息,251087.32
5056650,精神损害抚慰金,30000
5057993,垫付款,16823.50
5057993,滞纳金,15214.98
5058849,利息,138280
5059334,鉴定费,3500
5059334,医疗费,44254.28
5059334,护理费,10730
5059396,违约金,50000
5060187,维修费用,133825.70
5060187,防水费用,4600
5060187,停业损失,18608
5060187,鉴定费,95500
5060190,营养费,1500
5060190,住院伙食补助费,2850
5060190,护理费,4500
5060190,误工费,12879.83
5060190,鉴定费,2280
5060194,医疗费,10000
5061135,第三者责任险,42468.72
5062804,工资,7758.62
5062804,工资,660
5063353,经济补偿金,1634.17
5065604,货款,27598.05
5065955,停工留薪期工资,36000
5065955,住院伙食补助费,648
5065955,伤残补助金,24000
5065955,工伤医疗补助金,9160
5065955,工伤医疗补助金,9160
5065955,鉴定费,1060
5065962,货款,139006.35
5067590,交通费,5378.88
5067590,交通费,30632.01
5067599,交通费,46800.5
5067599,住院伙食补助费,571.05
5067602,医疗费,6230.25
5067602,医疗费,2670.11
5067605,交通费,104272
5070480,利息,939600
5071080,医疗费,26279.66
5071080,护理费,1690
5071080,住院伙食补助费,930
5071080,住宿费,4960
5071080,残疾赔偿金,90908
5071080,鉴定费,600
5071080,营养费,1500
5073647,租金损失,30000
5073647,租金损失,7500
5073647,违约金,10000
5074390,利息,1906.74
5074390,罚息,8.26
5074414,罚息,103250
5075756,借款,122898.62
5075756,利息,12846.91
5075910,利息,90.26
5075910,其他费用,110.14
5075914,利息,433.57
5075914,滞纳金,150.15
5075918,透支款,49967.90
5075918,利息,5624.69
5075918,滞纳金,5818.69
5075918,透支款,1.95
5075918,利息,0.92
5075918,滞纳金,20.02
5076631,借款,2700000
5076712,医疗费,2202.57
5076712,误工费,5982
5076712,衣物损失,100
5076712,交通费,200
5076733,医疗费,2729.72
5076733,住院伙食补助费,1300
5076733,护理费,2351.96
5076733,交通费,200
5076737,交通费,550
5076756,医疗费,10000
5076756,误工费,30160
5076756,护理费,3630
5076756,交通费,400
5076756,残疾赔偿金,46446
5076756,精神损害抚慰金,5000
5076756,医疗费,9483.2
5076756,住院伙食补助费,8200
5076756,鉴定费,1000
5076847,医疗费,3206
5076847,误工费,17460
5076847,护理费,3690
5076847,住院伙食补助费,2050
5076847,交通费,100
5076847,医疗费,124
5078328,货款,11275.36
5078332,货款,186000
5078332,违约金,21680
5078336,货款,939389.20
5078340,货款,396272.80
5078360,利息,49737
5078364,借款,400000
5078364,违约金,140600
5081752,借款,101496
5081752,利息,19169.28
5082476,违约金,38933.4
5082488,违约金,31251
5082702,工资,14973.02
5082702,工资,22973.02
5082913,经济补偿金,2840
5082913,工资,2720
5082953,各项损失,166580
5082957,借款,30000
5082957,利息,2000
5082964,借款,110000
5082996,借款,200000
5082996,借款,5000
5083048,各项损失,135633.70
5083093,医疗费,110000
5083093,医疗费,45248.5
5083105,经济补偿金,2840
5083105,工资,2720
5083331,货款,74067
5083340,货款,311175.88
5085505,货款,158646
5085505,逾期付款利息,29318
5085513,借款,50000
5085513,利息,1576
5085513,违约金,9870
5085524,借款,5000000
5085524,利息,800000
5089739,误工费,13950.00
5089739,护理费,1809.36
5089739,交通费,500.00
5089747,误工费,2844.12
5089747,护理费,7689.82
5089747,交通费,110.00
5089921,医疗费,10000
5089921,残疾赔偿金,110000
5089921,医疗费,95428.18
5089921,误工费,34649.43
5089921,护理费,31754.96
5089921,住院伙食补助费,9400
5089921,交通费,2000
5089921,营养费,5668
5089921,残疾赔偿金,354460
5089921,护理费,660420
5089921,营养费,109500
5089921,鉴定费,2010
5089921,鉴定费,2680
5091281,医疗费,5000
5091281,误工费,10856.2
5091281,护理费,5880.45
5091281,医疗费,5000
5091281,误工费,10856.2
5091281,护理费,5337.64
5091281,医疗费,19892.85
5091281,住院伙食补助费,3250
5091281,医疗费,1896.38
5091281,住院伙食补助费,2950
5091286,医疗费,36791.34
5091286,误工费,691.92
5091286,护理费,2301.04
5091286,住院伙食补助费,1200
5092458,其余损失,5376.44
5092502,医疗费,11710.52
5092502,医疗费,809.60
5093641,垫付款,4000
5095396,医疗费,26787.48
5095407,医疗费,10000
5095407,死亡伤残赔偿,110000
5095407,其余损失,214200.46
5095407,医疗费,5298.49
5095407,医疗费,10000
5095407,医疗费,39023.16
5095407,护理费,1500
5095407,医疗费,10000
5095407,医疗费,39023.16
5095407,护理费,1500
5095407,医疗费,5298.49
5095454,医疗费,120000
5095454,其余损失,415086.78
5095454,医疗费,10259
5095454,医疗费,63560
5095454,医疗费,120000
5095454,医疗费,63560
5095499,其余损失,753817.10
5095499,医疗费,34851.42
5095499,垫付款,94295.92
5095913,医疗费,7000
5095913,护理费,840
5095913,误工费,1680
5095913,残疾赔偿金,35798
5095913,鉴定费,700
5095913,交通费,300
5095913,精神损害抚慰金,2000
5099546,违约金,30000
5107292,借款,30000
5107292,借款,30000
5108317,借款,50000
5108614,伤残补助金,14959
5108614,交通费,150
5108614,鉴定费用,398.50
5108718,赔偿费用,100520
5108718,赔偿费用,100520
5110062,房租损失,500
5110705,医疗费,110157.65
5110705,误工费,7725.60
5110705,住院伙食补助费,1070.00
5110705,护理费,298420.00
5110705,残疾赔偿金,357980.00
5110705,精神抚慰金,30000.00
5110705,交通费,1564.00
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111317,经济补偿金,9016
5111401,医疗费,666.10
5111401,误工费,305
5111401,交通费,100
5111552,护理费,4920
5111552,鉴定费,1300
5111552,交通费,1500
5111552,残疾赔偿金,40614
5111552,精神抚慰金,4000
5111552,医疗费,34280
5111552,住院伙食补助费,1110
5111552,医疗费,34280
5112642,精神抚慰金,50000
5112642,残疾赔偿金,60000
5112642,医疗费,38401.47
5112642,误工费,47166.67
5112642,护理费,27613.44
5112642,交通费,8000
5112642,住院伙食补助费,12650
5112642,残疾赔偿金,150460
5112642,残疾辅助器具费,1667
5112642,护理费,699900
5112642,鉴定费,1600
5114517,误工费,6750
5114517,护理费,945.6
5121154,医疗费,40467.5
5121154,伙食补助费,330
5121154,护理费,1426
5121154,误工费,3709
5121154,伤残赔偿金,51901.5
5121154,精神抚慰金,3000
5121154,拖车费,310
5121154,鉴定费,700
5121154,交通费,200
5121154,车损,90868.8
5121161,经济补偿金,34980
5121215,医疗费,8648.8
5121215,护理费,1304.2
5121215,误工费,2318.7
5121227,车辆损失费,12535.8
5127752,垫付费用,61791
5132007,医疗费,53073.53
5132007,护理费,3437.86
5132007,交通费,96.00
5132007,伤残赔偿金,46446.00
5132007,精神抚慰金,6966.90
5132007,护理费,2261.75
5132007,交通费,82.00
5132007,医疗费,138.85
5132007,住院伙食补助费,1900.00
5132007,住院伙食补助费,1150.00
5132007,营养费,100.00
5132007,医疗费,53073.53
5132007,鉴定费,880.00
5132015,医疗费,11820.92
5132015,误工费,8640
5132015,住院伙食补助费,1800
5132015,护理费,3526.92
5132015,交通费,300
5132015,伤残赔偿金,37536
5132015,鉴定费,880
5132015,精神损害抚慰金,5000
5132018,医疗费,4997.2
5132018,护理费,9771
5132018,交通费,234
5132018,住院伙食补助费,350
5132018,残疾赔偿金,18578
5132018,精神损害抚慰金,3500
5132018,鉴定费,900
5132028,医疗费,9218.62
5132028,误工费,2462.5
5132028,护理费,905
5132028,住院伙食补助费,500
5132028,医疗费,1798.88
5132028,护理费,724
5132028,住院伙食补助费,400
5132038,误工费,17895.57
5132038,护理费,3347.39
5132038,交通费,110
5132038,伤残赔偿金,46446
5132038,精神损害抚慰金,5000
5132038,医疗费,13695.62
5132038,住院伙食补助费,1850
5132038,鉴定费,900
5132066,医疗费,8649.66
5132066,住院伙食补助费,350
5132066,护理费,633.29
5132066,误工费,21444.75
5132066,交通费,100
5132066,伤残赔偿金,92892
5132066,鉴定费,880
5132066,精神损害抚慰金,6000
5132246,货款,90228
5132246,利息损失,2652.7
5132249,案件受理费,4794
5132255,案件受理费,547
5132265,借款,18000
5132265,利息,1146.86
5132268,案件受理费,1068.5
5132271,违约金,53843
5132271,案件受理费,4644
5133444,医疗费,10000
5133444,鉴定费,1300
5133450,死亡伤残赔偿,110000.00
5133450,误工费,35468.33
5133450,精神损害抚慰金,23202.20
5133450,交通费,2000
5133450,残疾赔偿金,987.37
5133450,交通费,2000
5133450,交通费,2000
5134803,各项损失,44298.5
5134803,医疗费,6474.97
5134917,借款,700000
5134917,利息,70000
5134917,律师费用,20000
5134917,案件受理费,12100
5134922,借款,1831000
5134922,利息,192631.23
5134922,律师费用,20236
5134928,借款,300000
5134928,借款,300000
5135011,各项损失,120803.43
5135044,各项损失,27438.02
5135407,交通费,2000
5138225,借款,20000.00
5138236,借款,17000.00
5138880,罚息,1810.25
5148587,医疗费,5542.30
5148587,住院伙食补助费,150
5148587,护理费,650
5148587,交通费,100
5150458,鉴定费,1620
5150594,借款,50000
5150600,借款,250000
5150619,住院伙食补助费,120
5150619,误工费,1100
5150701,医疗费,2521.62
5150701,护理费,500
5150733,车辆损失,206514
5150733,鉴定费,6500
5150769,鉴定费,4000
5150769,拖车费,1400
5155858,租金,285314.4
5155858,违约金,30619.72
5159129,医疗费,10425.76
5159129,住院伙食补助费,255
5159129,护理费,1360
5159129,误工费,0.96
5159129,医疗费,10425.76
5159129,住院伙食补助费,255
5159173,医疗费,134.7
5159173,住院伙食补助费,150
5159173,误工费,1500
5159173,伤残赔偿金,56304
5159173,精神抚慰金,8445.6
5159173,护理费,231
5160769,医疗费,784.89
5162716,各项损失,1377.64
5164078,借款,140000
5164078,利息,30000
5164529,租金,2850
5165156,医疗费,1702.45
5165156,住院伙食补助费,675
5165156,护理费,2528.1
5165156,伤残赔偿金,51156
5165156,精神抚慰金,7673.4
5165156,鉴定费,400
5165156,交通费,250
5165156,医疗费,1702.45
5165156,住院伙食补助费,675
5165156,护理费,2528.1
5165156,伤残赔偿金,51156
5165156,精神抚慰金,7673.4
5165156,鉴定费,400
5165156,交通费,250
5165214,医疗费,24160.78
5165214,伙食补助费,7050
5165214,误工费,32500
5165214,护理费,25376
5165214,交通费,238
5165214,簸箕损失,400
5165214,医疗费,2608
5165214,交通费,200
5165242,医疗费,10000
5165242,护理费,3049.13
5165242,误工费,13360.2
5165242,伤残赔偿金,51596.92
5165242,精神损害抚慰金,6966.9
5165242,鉴定费,1500
5165242,交通费,100
5165242,车辆损失,800
5165242,医疗费,18165.27
5165242,伙食补助费,990
5165242,车辆损失,800
5165304,医疗费,1428.59
5165304,精神损害抚慰金,110000
5165304,车辆损失费,2000
5165304,交通费,1200
5165304,精神损害抚慰金,29338
5169318,借款,200000
5174421,借款,12000000
5174421,借款,12000000
5174421,律师费,360000
5179349,借款,500000
5184459,医疗费,6604
5184459,误工费,514
5184459,护理费,1809
5184459,伙食补助费,300
5184459,交通费,150
5186542,医疗费,4034.72
5186831,商业三者险,78097.62
5186831,鉴定费,490
5188750,医疗费,27682.28
5188750,其余损失,83717.98
5188916,护理费,2226.70
5188916,伙食补助费,540
5188940,各项损失,189355
5188940,各项损失,19839
5188940,各项损失,19839
5189970,违约金,2898
5190055,借款,18000
5192772,拖车费,29198.41
5192811,借款,430647
5192811,利息,2450
5192811,借款,430647
5193209,借款,41000.00
5193417,工资,4000
5193517,伙食补助费,2474.64
5194924,电费,25426.37
5194924,电费,25426.37
5195256,借款,48000
5195256,利息,612
5195775,货款,18400
5196929,医疗费,23193.96
5196929,误工费,9655.89
5196929,护理费,2520
5196929,残疾赔偿金,14002
5196929,交通费,300
5196929,精神损害抚慰金,2000
5196929,鉴定费,700
5196929,医疗费用,10000
5200758,医疗费,2132.00
5203657,借款,12706.72
5205034,借款,63709.99
5209914,鉴定费,2000
5209914,交通费,348
5209914,住宿费,199
5209914,案件受理费,550
5209914,案件受理费,550
5209914,案件受理费,550
5210073,停运损失,10150
5210138,各项损失,80000
5210138,各项损失,46828.43
5210965,车辆损失,338000
5210965,鉴定费,6000
5212030,诉讼费,300
5212072,鉴定费,1380
5214670,诉讼费,400
5214678,拖车费,700
5215976,借款,150000
5215976,利息,67003.33
5215976,借款,150000
5216060,借款,165926
5216060,违约金,16592.6
5217197,借款,1000000
5217201,借款,1000000
5217205,借款,217988.53
5217205,利息,14935.20
5217205,罚息,2088.10
5217539,借款,348938.83
5217539,利息,8960.53
5217539,罚息,316.56
5217539,借款,348938.83
5217543,违约金,650000
5217543,租金,1900000
5217543,违约金,1260800.82
5217543,租金,791233
5217543,租金,2306027
5217547,货款,243340.54
5217547,违约金,9273.98
5217547,货款,243340.54
5217574,各项损失,53793.62
5217574,鉴定费,1576.5
5217958,人身损害损失,185347.07
5217958,财产损害损失,20110
5217958,商业险,13937
5217958,鉴定费,5380
5218133,医疗费,9561.12
5218143,医疗费,30228.81
5218143,残疾赔偿金,40614
5218143,交通费,200
5218143,护理费,3139
5218143,营养费,860
5218143,营养费,860
5218143,误工费,14560.77
5218143,鉴定费,700
5218143,精神抚慰金,1500
5218143,医疗费,10000
5218143,赔偿费用,93313.98
5218167,医疗费,43531.10
5218167,住院伙食补助费,905
5218167,误工费,7862.60
5218167,护理费,3280
5218167,残疾赔偿金,278320
5218167,交通费,500
5218167,精神抚慰金,10000
5218167,鉴定费,700
5218167,鉴定费,700
5218167,精神抚慰金,10000
5218167,精神抚慰金,110000
5218167,剩余费用,255198.70
5218167,精神抚慰金,10000
5220540,医疗费,12509.98
5220540,住院伙食补助费,225
5220540,住院伙食补助费,225
5220540,护理费,750
5220540,误工费,5250
5220540,残疾赔偿金,40614
5220540,精神抚慰金,2000
5220540,鉴定费,700
5220540,商业三者险,12086.19
5220540,医疗费,12509.98
5220771,借款,82000
5220791,借款,13000
5223308,鉴定费,2423.19
5228036,残疾赔偿金,49209.60
5228036,各项费用,9100
5228036,各项费用,11779.25
5228614,借款,10000.00
5228614,利息,1600.00
5228982,因伤损失,13069.51
5228982,因伤损失,35501.29
5234563,医疗费,2150.60
5234563,误工费,368.06
5234563,护理费,995.06
5234563,伙食补助费,165
5234563,交通费,200
5237779,借款,29000
5237779,利息,8.1
5237978,医疗费,10000
5237978,误工费,34650
5237978,护理费,13687.31
5237978,伤残赔偿金,51156
5237978,垫付款,15000
5237978,医疗费,17000.95
5237978,伙食补助费,4450
5237978,鉴定费,1680
5238076,医疗费,11200
5238076,护理费,770.88
5238076,伙食补助费,550
5238076,交通费,200
5238076,医疗费,11200
5238076,护理费,770.88
5238076,伙食补助费,550
5238076,交通费,200
5238380,医疗费,746
5238380,伙食补助费,2754
5238380,护理费,4905.6
5238380,交通费,200
5238380,医疗费,746
5238392,医疗费,10000
5238392,误工费,2450.55
5238392,护理费,5956.80
5238392,交通费,1500
5238392,医疗费,495.90
5238392,住院伙食补助费,4250
5238463,精神损害抚慰金,50000
5238463,精神损害抚慰金,50000
5238547,医疗费,8154.72
5238547,伙食补助费,950
5238547,护理费,1331.52
5238547,交通费,100
5239678,拖车费,900
5242677,营业损失,2000
5242677,营业损失,1520
5242730,医疗费,10000
5242730,误工费,2056.76
5242730,护理费,1845.27
5242730,交通费,3000
5242730,残疾赔偿金,37536
5242730,医疗费,10000
5242730,医疗费,35902.89
5242730,住院伙食补助费,1450
5242730,鉴定费,1680
5242801,医疗费,10000
5242801,护理费,6174
5242801,交通费,4000
5242801,误工费,38220
5242801,残疾赔偿金,41606
5242801,医疗费,134156.34
5242801,伙食补助费,3150
5242801,残疾赔偿金,102376.60
5242801,垫付款,63214
5242801,鉴定费,1680
5243261,违约金,142.77
5244136,借款,50000
5244862,租金,28195.64
5246598,借款,100000
5246601,借款,100000
5246607,借款,30000
5246610,借款,30000
5246613,借款,400000
5253580,各项损失,292000
5253580,各项损失,459292.06
5253596,各项损失,107646.50
5253605,违约金,1756
5253609,违约金,5927
5255286,借款,25000.00
5255286,借款,25000.00
5260430,交通费,5272.91
5263509,借款,200000.00
5263509,借款,200000.00
5266204,医疗费,1000
5266204,残疾赔偿金,11000
5266204,医疗费,10000
5266204,精神抚慰金,5000
5266204,护理费,2176
5266204,残疾辅助器具费,2500
5266204,误工费,11891.8
5266204,交通费,500
5266204,残疾赔偿金,87932.2
5266204,医疗费,10183.3
5266204,住院伙食补助费,306
5266204,营养费,102
5266204,残疾赔偿金,11746.6
5268673,因伤损失,14178.02
5268673,护理费,6360
5268673,住院伙食补助费,600
5268673,营养费,200
5268673,伤残赔偿金,15790
5268673,精神抚慰金,2000
5268673,交通费,700
5268673,鉴定费,1600
5271124,垫付款,14269.12
5271124,鉴定费用,1200.00
5271217,鉴定费,1200.00
5271483,医疗费,4971.12
5271483,护理费,200.76
5271701,医疗费,42598.15
5271701,住院伙食补助费,2880
5271701,营养费,960
5271701,误工费,10260
5271701,护理费,7365.12
5271701,交通费,268
5271701,残疾赔偿金,44736
5271701,鉴定费,1400
5271701,药品费用,4259.81
5271701,鉴定费,1400
5271769,医疗费,27847.82
5271769,住院伙食补助费,540
5271769,营养费,180
5271769,误工费,4900
5271769,护理费,1440
5271769,交通费,100
5271769,残疾赔偿金,44736
5271769,精神抚慰金,2000
5271769,精神抚慰金,2000
5271847,医疗费,35260.70
5271847,误工费,9664.00
5271847,护理费,1984.00
5271847,住院伙食补助费,930.00
5271847,鉴定费,1300.00
5271847,残疾赔偿金,84012.00
5271847,精神抚慰金,10000.00
5272046,鉴定费,1200.00
5272317,鉴定费,1200.00
5275637,借款,1600000
5275637,利息,8708.34
5275637,利息,16224
5277727,医疗费,10000
5277727,误工费,19304.04
5277727,护理费,7091.28
5277727,交通费,720
5277727,医疗费,7352.85
5277727,营养费,1080
5277727,营养费,1080
5277787,鉴定费,700
5279262,医疗费,30097.67
5279262,护理费,95.88
5279262,误工费,100
5279262,交通费,375
5279262,医疗费,5104.13
5279262,第三者责任险,30622.67
5279262,医疗费,5104.13
5279411,医疗费,10681.07
5279411,误工费,95.88
5279411,误工费,411
5279411,误工费,95.88
5279411,交通费,950
5279411,残疾赔偿金,25578
5279411,精神抚慰金,1500
5279975,医疗费,4727.4
5279975,误工费,90.87
5279975,误工费,360
5279975,护理费,95.88
5279975,残疾赔偿金,25578
5279975,交通费,500
5279975,鉴定费,700
5279975,精神损害抚慰金,2000
5280131,医疗费,53556.87
5280131,医疗费,10000.00
5280131,药品费用,8033.53
5280131,鉴定费,1400.00
5280131,鉴定费,860.00
5280714,误工费,90.47
5280714,误工费,125
5280714,误工费,90.47
5280714,交通费,325
5280714,误工费,98.49
5280714,误工费,90.47
5280714,交通费,325
5281306,拖车费,6200.00
5281306,停运损失,34650.00
5281306,第三者责任险,80540.00
5282383,医疗费,10000
5282383,精神损害抚慰金,6000
5282383,残疾赔偿金,104000
5282383,医疗费,95063.91
5282383,交通费,440
5282383,残疾赔偿金,4496.09
5282383,医疗费,8000
5282383,交通费,440
5292962,车辆损失,68804
5297496,借款,50000
5297496,利息,1954.11
5297511,借款,50000
5297511,利息,6993.72
5297578,精神抚慰金,10000
5297578,护理费,8412.78
5297578,交通费,660
5297578,误工费,4683.77
5297578,精神抚慰金,10000
5297578,医疗费,4162.45
5297578,伙食补助费,1215
5297578,衣物损失,866
5297584,医疗费,17758.84
5297584,护理费,6060
5297584,伙食补助费,990
5297584,交通费,500
5297584,误工费,11274.40
5297584,衣物损失,936
5297584,死亡伤残赔偿,110000
5297584,护理费,6060
5297584,交通费,500
5297584,医疗费用,10000
5297584,医疗费,1962.75
5297584,伙食补助费,990
5297584,义务损失,347
5299507,医疗费,6823.40
5299507,护理费,1166.94
5299507,误工费,2992.32
5299507,营养费,270
5299507,交通费,300
5299507,医疗费,26429.90
5299507,护理费,3435.99
5299507,误工费,9207.12
5299507,营养费,795
5299507,交通费,300
5299507,鉴定费,600
5299507,医疗费,6823.40
5299507,医疗费,5000
5299507,医疗费,25000
5299552,医疗费,47323.97
5299552,护理费,16649.5
5299552,残疾赔偿金,46370.3
5299552,误工费,56676.48
5299552,营养费,8680
5299552,残疾辅助器具费,590
5299552,交通费,300
5299552,精神损害抚慰金,2000
5299552,鉴定费,700
5299552,医疗费,40312.47
5304890,各项损失,20440.66
5310273,货款,995637.20
5310273,货款,123238.34
5312259,借款,79000
5313201,货物损失,4000
5318471,医疗费,14400
5318471,诉讼费,3090
5318471,诉讼费,3090
5318533,医疗费,30886.03
5318533,诉讼费,3550
5318533,诉讼费,3550
5318619,医疗费,24000
5318619,诉讼费,2050
5318619,诉讼费,2050
5318847,医疗费,8000
5318847,诉讼费,535
5318847,诉讼费,535
5319607,医疗费,7272.20
5319607,住院伙食补助费,930.00
5319607,误工费,3078.32
5319607,护理费,5609.14
5319607,交通费,100.00
5329081,机动车交通事故责任强制保险,110000
5329081,残疾赔偿金,95000
5329081,精神损害抚慰金,15000
5329081,第三者责任险,500000
5329081,医疗费,28800.87
5329081,住院伙食补助费,1515
5329081,护理费,9137.47
5329081,残疾赔偿金,90784
5329081,护理依赖费用,264168
5329081,交通费,1200
5329081,第三者责任险,500000
5329081,鉴定费,1780
5329452,医疗费,10000
5329452,误工费,30800
5329452,护理费,16736.95
5329452,精神损害抚慰金,2000
5329452,残疾赔偿金,46446
5329452,交通费,1000
5329452,医疗费,4604.80
5329452,住院伙食补助费,2775
5332817,医疗费,6392.45
5332817,误工费,3723.45
5332817,精神损害抚慰金,3156.90
5332817,住院伙食补助费,105.00
5332817,鉴定费,900.00
5333034,医疗费,68217.22
5333034,案件受理费,4570
5333394,医疗费,13480.86
5333394,误工费,35200
5333394,护理费,13710.52
5333394,伙食补助费,2190
5333394,交通费,600
5333394,物品损失,500
5333739,医疗费,10000.00
5333739,残疾赔偿金,92892.00
5333739,精神损害抚慰金,15000.00
5333739,护理费,2108.00
5333739,医疗费,34563.20
5333739,护理费,5943.83
5333739,误工费,7252.68
5333739,伙食补助费,2105.00
5333739,交通费,1300
5333739,住宿费,147.00
5338453,伙食补助费,10000
5338453,误工费,3615
5338453,护理费,2301.12
5338453,伤残赔偿金,44196.60
5338453,精神损害抚慰金,6629.49
5338453,交通费,300
5338453,伙食补助费,38090.09
5338453,伙食补助费,38090.09
5340570,精神损害抚慰金,120000
5340599,医疗费,413.33
5341321,借款,800000
5343087,借款,25000
5343087,利息,310.59
5343087,罚息,4337.67
5343087,复利,48.34
5344133,借款,20000
5344222,伙食补助费,10000
5344222,医疗费,15000
5344275,伙食补助费,10000
5344275,借款,8362.07
5344275,医疗费,236022.13
5344365,伙食补助费,10000
5344365,误工费,2777.18
5344365,护理费,7511.50
5344365,交通费,600
5344365,伤残赔偿金,37536
5344365,精神损害抚慰金,5630.40
5344365,伙食补助费,112711.77
5344365,伙食补助费,112711.77
5344365,医疗费,31000
5344889,借款,19999.99
5346619,借款,25000
5346619,利息,310.59
5346619,罚息,4337.67
5346619,复利,48.34
5348220,医疗费,8030.05
5348220,误工费,4326.16
5348220,伙食补助费,200
5348220,护理费,700
5348220,伤残赔偿金,46446
5348220,精神抚慰金,5000
5348220,交通费,180
5348220,存车费,840
5352935,借款,362000
5353392,滞纳金,36514.5
5353512,利息,93750
5353569,各项损失,32215.04
5361822,借款,7000.00
5361841,违约金,10000
5361894,工资,11200
5361894,工资,1020
5361894,经济补偿金,7170
5361905,货款,83653.2
5361905,违约金,7744
5363505,医疗费,1000
5363505,残疾赔偿金,11000
5363505,医疗费,47523.55
5363505,误工费,5656.2
5363505,护理费,462.78
5363505,伙食补助费,360
5363505,残疾赔偿金,45304
5363505,精神损害抚慰金,10000
5363515,医疗费用,10000
5363515,护理费,4000
5363515,误工费,11200
5363560,医疗费用,10000
5363560,误工费,28884
5363560,护理费,11356.68
5363605,医疗费用,10000
5363611,住院伙食补助费,1000
5363611,交通费,11000
5363613,医疗费,10000
5363613,护理费,7579.8
5363613,交通费,816
5363613,残疾赔偿金,46446
5363613,精神抚慰金,5000
5363613,住宿费,458
5363613,衣物损失费,410
5363617,医疗费,10000
5363617,交通费,76240.29
5363643,医疗费,5000
5363648,医疗费,10000
5363648,精神损害抚慰金,50000
5363648,车辆损失费,2000
5363648,医疗费,11661.78
5363648,误工费,3679.75
5363648,护理费,2564.80
5363648,住院伙食补助费,1250
5363648,车辆损失费,55548
5363650,医疗费,10000
5363650,误工费,19832.75
5363650,护理费,5662.18
5363650,伤残赔偿金,51090.6
5363650,医疗费,10000
5363650,车辆损失费,2000
5363650,医疗费,28878.87
5363650,住院伙食补助费,1780
5363650,车辆损失费,1900
5363675,医疗费,10000
5363675,精神损害抚慰金,110000
5363675,残疾赔偿金,120007.39
5363707,车辆损失,2000
5363707,商业三者险,500000
5363707,车辆损失,130810
5363744,医疗费,10000
5363744,残疾赔偿金,355941.1
5363831,车辆损失费,2000
5363831,车辆损失费,28163
5366325,医疗费,544
5366325,交通费,120
5367872,精神损害抚慰金,8000
5370201,货款,1184700.37
5370441,医疗费,7757.69
5370441,鉴定费,1500
5372026,借款,100000
5372263,借款,31999.93
5372377,各项损失,189337.66
5372377,借款,17000
5372377,各项损失,189337.66
5372377,借款,3000
