documentid,property,value
5733317,交通费,1320
5733317,交通费,65226.70
5733384,医疗费,21409.70
5733384,误工费,9041.76
5733384,误工费,98.28
5733384,护理费,15724.80
5733384,误工费,98.28
5733384,误工费,98.28
5733384,住院伙食补助费,1250
5733384,住院伙食补助费,10
5733384,营养费,350
5733384,住院伙食补助费,10
5733384,残疾赔偿金,243684
5733384,残疾赔偿金,20307
5733384,残疾赔偿金,0.6
5733384,交通费,200
5733384,交通费,375660.26
5733384,医疗费,21409.70
5733384,鉴定费用,1320
5733899,医疗费,15565.18
5733899,误工费,9912.57
5733899,误工费,80.59
5733899,护理费,1289.44
5733899,误工费,80.59
5733899,住院伙食补助费,320
5733899,住院伙食补助费,20
5733899,交通费,190
5733899,残疾赔偿金,47370
5733899,残疾赔偿金,7895
5733899,残疾赔偿金,0.3
5733899,精神损害抚慰金,3000
5733899,精神损害抚慰金,600
5733899,精神损害抚慰金,78247.19
5734024,医疗费,15011.53
5734024,误工费,10877.50
5734024,误工费,114.50
5734024,护理费,2862.50
5734024,误工费,114.50
5734024,住院伙食补助费,500
5734024,住院伙食补助费,20
5734024,残疾赔偿金,44736
5734024,残疾赔偿金,22368
5734024,残疾赔偿金,0.1
5734024,精神损害抚慰金,1000
5734024,精神损害抚慰金,4560
5734024,住院伙食补助费,500
5734024,交通费,80047.53
5734024,医疗费,14453.96
5734024,医疗费,14453.96
5734024,鉴定费,1600
5735408,医疗费,26250.80
5735408,护理费,5925.15
5735408,护理费,73.15
5735408,误工费,16093
5735408,护理费,73.15
5735408,住院伙食补助费,1620
5735408,住院伙食补助费,20
5735408,残疾赔偿金,28004
5735408,残疾赔偿金,7001
5735408,残疾赔偿金,0.2
5735408,交通费,500
5735408,精神抚慰金,2000
5735408,精神抚慰金,95392.95
5735594,精神损害抚慰金,161281.81
5735594,财产损害损失,3950
5735594,鉴定费,2120
5735728,医疗费,7071.37
5735728,误工费,13267.80
5735728,误工费,98.28
5735728,护理费,4422.60
5735728,误工费,98.28
5735728,住院伙食补助费,900
5735728,住院伙食补助费,20
5735728,交通费,400
5735728,交通费,26061.77
5742607,工资,11040
5746671,货款,36400
5746671,违约金,20000
5746671,违约金,56400
5746675,货款,43000
5746675,违约金,20000
5746675,违约金,63000
5746730,货款,73667.81
5746730,违约金,8373
5746730,货款,73667.81
5746730,违约金,19485
5747550,鉴定费,2400
5747550,精神损害抚慰金,5000
5747550,误工费,2367
5747550,交通费,400
5747550,交通费,66167
5748022,医疗费,48176.96
5748022,住院伙食补助费,1020
5748022,营养费,2500
5748022,残疾赔偿金,379020
5748022,护理费,6120
5748022,误工费,4307
5748022,交通费,300
5748022,精神损害抚慰金,12500
5748022,精神损害抚慰金,233000
5748022,车损,950
5748022,鉴定费,2100
5748022,鉴定费,689993.96
5748022,医疗费,7500
5748022,营养费,2500
5748022,残疾赔偿金,110000
5748022,车损,950
5748022,车损,120950
5748022,医疗费,28541.57
5748022,医疗费,48176.96
5748022,医疗费,7500
5748022,医疗费,5000
5748022,住院伙食补助费,816
5748022,住院伙食补助费,1020
5748022,残疾赔偿金,215216
5748022,残疾赔偿金,379020
5748022,残疾赔偿金,110000
5748022,护理费,4896
5748022,护理费,6120
5748022,误工费,3445.6
5748022,误工费,4307
5748022,交通费,240
5748022,交通费,300
5748022,医疗费,4000
5748022,医疗费,5000
5748022,鉴定费,1680
5748022,鉴定费,2100
5748022,鉴定费,5680
5748022,精神损害抚慰金,12500
5748022,精神损害抚慰金,18180
5748027,借款,4800000
5748027,利息,190837.32
5748027,复利,3269.08
5748027,罚息,103680
5748027,罚息,5097786.4
5748027,借款,4800000
5748027,律师费,163380
5748284,医疗费,32445.18
5748284,残疾赔偿金,73900
5748284,护理费,4240
5748284,营养费,3600
5748284,住院伙食补助费,690
5748284,鉴定费,1600
5748284,误工费,12437.88
5748284,交通费,500
5748284,交通费,32321.60
5748288,医疗费,8297.62
5748288,残疾赔偿金,33036
5748288,护理费,3366.25
5748288,营养费,1200
5748288,住院伙食补助费,150
5748288,鉴定费,1600
5748288,误工费,9406.80
5748288,交通费,500
5748288,交通费,57556.67
5752404,借款,150000
5752467,医疗费,3309
5752467,护理费,300
5752505,医疗费,10000.00
5752505,护理费,31633.88
5752505,误工费,41177.76
5752505,残疾赔偿金,36988.36
5752505,交通费,200.00
5752505,交通费,120000.00
5752505,医疗费,27397.71
5752505,医疗费,12000.00
5752505,住院伙食补助费,12850.00
5752505,残疾赔偿金,3427.72
5752505,鉴定费,1780.00
5752505,精神损害抚慰金,3000.00
5752505,精神损害抚慰金,60455.43
5754473,医疗费,10000.00
5754473,精神损害抚慰金,5000.00
5754473,残疾赔偿金,11114.42
5754473,护理费,12556.96
5754473,交通费,100.00
5754473,医疗费,50274.70
5754473,住院伙食补助费,5200.00
5754473,住院伙食补助费,55474.70
5754473,住院伙食补助费,38832.29
5754473,医疗费,50274.70
5754473,住院伙食补助费,5200.00
5754473,住院伙食补助费,55474.70
5754473,住院伙食补助费,38832.29
5754473,鉴定费,2181.86
5754473,鉴定费,1527.30
5754473,鉴定费,1221.84
5754473,医疗费,50274.70
5754473,住院伙食补助费,5200.00
5754473,住院伙食补助费,55474.70
5754473,住院伙食补助费,38832.29
5754473,鉴定费,2181.86
5754473,鉴定费,1527.30
5754473,鉴定费,7352.15
5754478,医疗费,5856.80
5754478,住院伙食补助费,1150.00
5754478,护理费,3380.72
5754478,误工费,14400.00
5754478,交通费,100.00
5754478,交通费,24887.52
5754478,鉴定费,500.00
5754483,医疗费,10000.00
5754483,护理费,18835.44
5754483,误工费,11590.98
5754483,残疾赔偿金,73373.58
5754483,精神损害抚慰金,6000.00
5754483,交通费,200.00
5754483,交通费,120000.00
5754483,医疗费,67838.23
5754483,住院伙食补助费,5450.00
5754483,残疾赔偿金,11500.19
5754483,残疾赔偿金,84788.42
5754483,残疾赔偿金,67830.74
5754483,医疗费,67838.23
5754483,住院伙食补助费,5450.00
5754483,残疾赔偿金,11500.19
5754483,残疾赔偿金,84788.42
5754483,残疾赔偿金,16957.68
5754497,医疗费,10000.00
5754497,护理费,6640.70
5754497,误工费,10866.60
5754497,交通费,200.00
5754497,交通费,27707.30
5754497,医疗费,24190.56
5754497,住院伙食补助费,2750.00
5754497,住院伙食补助费,7000.00
5754497,医疗费,24190.56
5754497,住院伙食补助费,2750.00
5754497,住院伙食补助费,7000.00
5754497,鉴定费,800.00
5754497,鉴定费,80
5754497,鉴定费,880.00
5760137,残疾赔偿金,42946.56
5760137,精神抚慰金,6000
5760137,误工费,9840
5760137,护理费,8040
5760137,交通费,400
5760137,车损,2000
5760137,车损,79226.56
5760137,医疗费,53902.22
5760137,医疗费,52702.22
5760137,医疗费,400
5760137,医疗费,800
5760137,医疗费,53902.22
5761788,超出交强险责任限额损失,82471.15
5766613,借款,5100.00
5766613,借款,5100.00
5768855,医疗费,4874.83
5768855,住院伙食补助费,850.00
5768855,住院伙食补助费,50.00
5768855,住院伙食补助费,17
5768855,护理费,2052.58
5768855,护理费,120.74
5768855,住院伙食补助费,17
5768855,误工费,1375.98
5768855,误工费,80.94
5768855,住院伙食补助费,17
5768855,交通费,24.00
5768855,交通费,9177.39
5768855,交通费,7341.91
5773554,医疗费用,10000.00
5773554,医疗费,394.14
5773554,医疗费,9605.86
5773554,护理费,8934.76
5773554,误工费,10625.12
5773554,交通费,100.00
5773554,医疗费用,8212.45
5773554,住院伙食补助费,3700.00
5773556,医疗费,3487.39
5773556,住院伙食补助费,1850.00
5773556,护理费,4467.38
5773556,误工费,7200.00
5773556,交通费,72.00
5773556,交通费,17076.77
5773556,医疗费,3487.39
5775580,医疗费用,10000
5775580,误工费,12900
5775580,护理费,8139
5775580,交通费,300
5775580,残疾赔偿金,66510
5775580,精神抚慰金,5000
5775580,精神抚慰金,1480
5775580,精神抚慰金,104329
5775580,险外损失,145472
5775580,险外损失,148314
5777359,医疗费,10000
5777359,误工费,17677.98
5777359,护理费,3755
5777359,交通费,200
5777359,交通费,200
5777359,交通费,31832.98
5777359,医疗费,10000
5777359,医疗费,26333.86
5777359,营养费,1800
5777359,住院伙食补助费,330
5777359,鉴定费,1000
5777359,鉴定费,7000
5777359,鉴定费,36463.86
5777359,车损,1500
5777359,车损,300
5778304,误工费,110640
5778304,医疗费,48199.46
5779125,医疗费,81965.33
5779125,交通费,5000
5779125,鉴定费,6300
5779125,护理费,7492.71
5779125,住院伙食补助费,5600
5779125,丧葬费,21423
5779125,死亡赔偿金,178196.8
5779125,死亡赔偿金,10000
5779769,医疗费,3658.19
5779769,医疗费,5695.01
5779769,鉴定费,9668.46
5779769,鉴定费,4143.62
5782738,利息损失,126.93
5782738,利息损失,6926.93
5782738,电费,105
5782738,利息损失,1.47
5782738,利息损失,106.47
5801451,借款,30000.00
5801451,利息,10444.68
5810515,借款,500000
5810515,律师费,9000
5810515,律师费,509000
5810515,借款,500000
5817199,伤残赔偿金,195450.77
5817199,律师费,3403.5
5817219,医疗费,10000
5817219,残疾赔偿金,110000
5817219,残疾赔偿金,95287.82
5817219,残疾赔偿金,215287.82
5817219,医疗费,10000
5817219,律师费,1422
5817219,律师费,1378
5821129,利息,106000
5823866,利息,20786.32
5823866,利息,40786.32
5824506,车辆损失费,222377.2
5824836,利息,38914.96
5824836,利息,53914.96
5824889,利息,41877.26
5824889,利息,81877.26
5824969,借款,200000
5824969,利息,96000
5824969,利息,296000
5826006,借款,2500000
5826006,借款,7.2
5826006,借款,2500000
5826006,借款,10.8
5826006,借款,10.8
5826014,医疗费,4334.80
5826014,住院伙食补助费,350
5826014,住院伙食补助费,50
5826014,护理费,845.18
5826014,护理费,12.74
5826014,误工费,1133.16
5826014,误工费,80.94
5826161,医疗费,19645.8
5826161,伙食补助费,5100
5826161,护理费,12315.48
5826161,交通费,300
5826161,律师费,3000
5826205,拖车费,600
5826205,拖车费,12200
5829741,借款,1410000
5829741,利息,148733.75
5829741,借款,1410000
5830151,商业险,17343.89
5830151,商业险,3489.91
5830154,借款,500000
5830154,利息,220000
5830154,利息,720000
5830158,商业险,2600
5830158,商业险,775.31
5830642,医疗费,3871.55
5830642,护理费,1086.66
5830642,护理费,120.74
5830642,误工费,726.75
5830642,误工费,80.75
5830642,伙食补助费,450
5830642,伙食补助费,50
5830642,交通费,300
5830642,鉴定费,1500
5830642,鉴定费,7934.96
5830642,鉴定费,5554.47
5830720,利息,3963.00
5830720,利息,20
5831084,医疗费,3846.40
5831084,误工费,3156.66
5831084,误工费,80.94
5831084,误工费,39
5831084,护理费,4708.86
5831084,护理费,120.74
5831084,误工费,39
5831084,住院伙食补助费,1950.00
5831084,住院伙食补助费,50.00
5831084,误工费,39
5831084,交通费,200.00
5831084,交通费,13861.92
5832234,医疗费,10000.00
5832234,医疗费,16913.30
5832234,误工费,8871.57
5832234,误工费,2598.75
5832234,护理费,2052.58
5832234,护理费,120.74
5832234,护理费,17
5832234,残疾赔偿金,16336.52
5832234,残疾赔偿金,8598.17
5832234,精神损害抚慰金,3500.00
5832234,交通费,500.00
5832234,交通费,41260.67
5832234,医疗费,6913.30
5832234,医疗费,10000.00
5832234,住院伙食补助费,850.00
5832234,住院伙食补助费,50.00
5832234,住院伙食补助费,17
5832234,鉴定费,700.00
5832234,鉴定费,8463.30
5832234,鉴定费,5924.31
5832351,医疗费,10000.00
5832351,医疗费,20130.38
5832351,误工费,5443.38
5832351,误工费,1760.50
5832351,护理费,3863.68
5832351,护理费,120.74
5832351,护理费,32
5832351,交通费,200.00
5832351,交通费,460.00
5832351,交通费,19967.06
5832351,医疗费,10130.38
5832351,医疗费,20130.38
5832351,伙食补助费,1600.00
5832351,伙食补助费,50.00
5832351,伙食补助费,32
5832351,车辆损失,2680.00
5832351,律师费,3000.00
5832351,律师费,17410.38
5832435,借款,11000.00
5832435,利息,9134.59
5832435,借款,9000.00
5832435,利息,3044.86
5832435,利息,12044.86
5832495,借款,35000.00
5832495,利息,8741.54
5832546,借款,40000.00
5832546,利息,7281.90
5832546,借款,40000.00
5832546,利息,7281.90
5835542,车辆损失费,2000
5835542,车辆损失费,2567
5835542,交通费,300
5836827,精神抚慰金,52852.40
5836827,医疗费,3108.00
5836827,护理费,1142.00
5836827,医疗费,63000.00
5836827,借款,1000.00
5836827,精神抚慰金,121102.40
5848784,借款,50000.00
5848784,利息,10833.00
5848784,利息,60833.00
5853902,医疗费,2160.29
5853902,住院伙食补助费,800
5853902,住院伙食补助费,100
5853902,护理费,868.72
5853902,护理费,108.59
5858385,医疗费,3452.25
5858385,住院伙食补助费,50
5858385,住院伙食补助费,350
5858385,护理费,120.74
5858385,护理费,845.18
5858385,误工费,80.94
5858385,误工费,566.58
5858385,交通费,518
5858385,交通费,5732.01
5858385,交通费,4585.60
5858877,医疗费用,7955.40
5858877,医疗费,4855.40
5858877,伙食补助费,3100.00
5858877,伙食补助费,62
5858877,伙食补助费,50.00
5858877,精神抚慰金,5000.00
5858877,伤残赔偿金,22228.84
5858877,伤残赔偿金,20208.04
5858877,护理费,7485.88
5858877,伙食补助费,62
5858877,护理费,120.74
5858877,交通费,60.00
5858877,交通费,42730.12
5858877,鉴定费,1500.00
5858877,鉴定费,3000.00
5858877,鉴定费,1500.00
5861322,伙食补助费,10000.00
5861322,交通费,12595.14
5861322,护理费,1569.62
5861322,护理费,13
5861322,护理费,120.74
5861322,误工费,4613.58
5861322,误工费,57
5861322,误工费,80.94
5861322,交通费,200.00
5861322,护理费,3259.98
5861322,护理费,27
5861322,护理费,120.74
5861322,误工费,2751.96
5861322,误工费,34
5861322,误工费,80.94
5861322,交通费,200.00
5861322,医疗费,6360.68
5861322,伙食补助费,1350.00
5861322,伙食补助费,27
5861322,伙食补助费,50.00
5861322,医疗费,3352.37
5861322,伙食补助费,1350.00
5861322,伙食补助费,27
5861322,伙食补助费,50.00
5861322,医疗费,10000.00
5861322,鉴定费,1400.00
5861322,鉴定费,7013.05
5861373,医疗费,10000
5861373,医疗费,10000
5861373,医疗费,179560.73
5861373,医疗费,115400.92
5861373,伙食补助费,171
5861373,伙食补助费,50
5861373,伙食补助费,8550
5861373,误工费,80.94
5861373,误工费,394
5861373,误工费,31890.36
5861373,护理费,21250.24
5861373,护理费,120.74
5861373,护理费,120.74
5861373,伤残赔偿金,8598.17
5861373,伤残赔偿金,37831.95
5861373,精神抚慰金,11000
5861373,交通费,500
5861373,交通费,336923.47
5861373,交通费,112472.55
5861373,医疗费,179560.73
5861373,医疗费,115400.92
5861373,伙食补助费,171
5861373,伙食补助费,50
5861373,伙食补助费,8550
5861373,误工费,80.94
5861373,误工费,394
5861373,误工费,31890.36
5861373,护理费,21250.24
5861373,护理费,120.74
5861373,护理费,120.74
5861373,伤残赔偿金,8598.17
5861373,伤残赔偿金,37831.95
5861373,精神抚慰金,11000
5861373,交通费,500
5861373,交通费,336923.47
5861373,交通费,112472.55
5861373,商业险,179560.73
5861373,商业险,44890.19
5861373,医疗费,63915.17
5861373,医疗费,35912.15
5861373,医疗费,28003.02
5863803,交通费,75830.88
5863803,交通费,13209.92
5863873,交通费,21327.46
5863873,住院伙食补助费,7646.98
5863905,误工费,15892.89
5863905,伙食补助费,13487.30
5866551,医疗费,6361.02
5866551,护理费,1560
5866551,伙食补助费,650
5866551,交通费,100
5866551,交通费,8671.02
5875404,借款,7000000
5875404,利息,44728.49
5875404,罚息,115520.36
5875404,罚息,7160248.85
5875404,律师费,104000
5875477,鉴定费,96295.63
5876334,借款,1230000
5876334,利息,451820
5876334,利息,1681820
5876444,利息,248509.47
5876444,利息,4698509.47
5876450,医疗费,18970.12
5876450,停工留薪期工资,17820
5876450,护理费,1200
5876450,住院伙食补助费,180
5876450,住院伙食补助费,68788
5876450,交通费,1500
5876450,护理费,1200
5876450,鉴定费,109658.12
5880131,医疗费,10000
5880131,护理费,5538.09
5880131,误工费,7628.71
5880131,交通费,100
5880131,残疾赔偿金,44549.2
5880131,精神损害抚慰金,2000
5880131,精神损害抚慰金,59816
5880131,医疗费,57036.44
5880131,住院伙食补助费,4400
5880131,住院伙食补助费,10000
5880131,住院伙食补助费,26
5880915,精神抚慰金,194503.15
5882336,医疗费,63469.94
5882336,误工费,9571.98
5882336,护理费,10866.60
5882336,护理费,72073.01
5882336,精神损害抚慰金,2000
5882336,交通费,200
5882336,交通费,104711.59
5882336,医疗费,53469.94
5882336,医疗费,63469.94
5882336,医疗费,10000
5882336,住院伙食补助费,1000
5882336,医疗费,10000
5882336,鉴定费,4000
5882336,鉴定费,68469.94
5882336,鉴定费,16500
5883245,借款,1300000
5883959,医疗费,10000
5883959,护理费,3863.68
5883959,误工费,6455.02
5883959,误工费,20318.70
5884605,医疗费,1824.31
5884605,误工费,323.76
5884605,护理费,482.96
5884605,住院伙食补助费,200
5884605,住院伙食补助费,2831.03
5884605,住院伙食补助费,1415.52
5884991,医疗费,11413.9
5884991,误工费,2626.08
5884991,护理费,1811.1
5884991,鉴定费,3490
5884991,鉴定费,80
5884991,交通费,89
5884991,交通费,19510.08
5884991,交通费,15608.06
5887597,住院伙食补助费,4361.62
5887597,住院伙食补助费,3053.13
5887645,鉴定费,4466.13
5887645,鉴定费,3126.29
5895039,清洗费用,5050
5897788,鉴定费,8457.56
5897788,鉴定费,6766.05
5903939,借款,3700000
5903939,利息,27581.59
5915030,住院伙食补助费,3000
5915030,住院伙食补助费,50
5915030,住院伙食补助费,60
5915030,护理费,7244.40
5915030,护理费,120.74
5915030,住院伙食补助费,60
5915030,误工费,14851.02
5915030,护理费,120.74
5915030,误工费,123
5915030,鉴定费,3080
5917836,营养费,9294.65
5917839,交通费,4469.43
5917889,医疗费,3000
5917889,医疗费,38000
5918707,医疗费,1559.50
5918707,护理费,3984.42
5918707,伙食补助费,1600.00
5918707,误工费,7446.48
5918707,误工费,14590.40
5918707,医疗费,10794.98
5919208,违约金,5740.56
5919208,违约金,24500.56
5919229,货款,204600
5919313,货款,12560
5919313,违约金,13880.66
5919313,违约金,26440.66
5919355,垫付款,39683.59
5919355,借款,354.48
5919355,借款,354.48
5919355,律师费,4500
5919362,垫付款,61556.79
5919362,违约金,57848.62
5919362,律师费,9276
5921852,利息,16120.44
5923795,利息,36083.00
5923795,利息,135083.00
5927418,伤残补助金,30716.8
5927418,工伤医疗补助金,73034
5927418,工伤医疗补助金,73034
5927418,工资,19198
5927418,伙食补助费,520
5927418,护理费,4869
5927418,交通费,500
5927426,伤残补助金,23400
5927426,一次性伤残就业补助金,38396.04
5927426,一次性伤残就业补助金,38396.04
5927426,工资,12600
5927426,鉴定费,320
5927426,医疗费,720
5927426,护理费,5681.5
5927426,交通费,500
5927426,工资,1140
5929463,医疗费,6268.65
5929463,医疗费,12111.1
5934558,借款,80000
5934558,利息,20000
5936221,医疗费,65277.13
5936221,商业三者险,37678.58
5936221,商业三者险,102955.71
5944871,利息,2457.64
5944871,滞纳金,508.38
5944871,其他费用,200.80
5944871,其他费用,12116.82
5945705,违约金,47393.88
5946176,利息,6042.81
5946176,滞纳金,4149.34
5946176,滞纳金,81865.16
5946945,违约金,2.1
5955897,借款,55000
5955897,利息,54090.96
5956755,借款,1500000
5956755,借款,100000
5956755,利息,500000
5957960,第三者责任险,50775.9
5959904,医疗费,92936.8
5959904,住院伙食补助费,2040
5959904,营养费,4000
5959904,护理费,134376.55
5959904,残疾赔偿金,426645
5959904,误工费,33579
5959904,交通费,3800
5959904,鉴定费,1300
5959904,鉴定费,698677.35
5959904,精神损害抚慰金,40000
5963304,伤残补助金,118994.37
5963304,伤残补助金,3578.66
5963304,伤残补助金,3757.75
5963304,伤残补助金,25
5963304,伙食补助费,13070
5963304,伙食补助费,6630
5963304,伙食补助费,6440
5963304,护理费,118960.30
5963304,护理费,60500
5963304,交通费,1007
5969981,利息,10207
5971957,工资,872.60
5971957,工资,10.04
5971957,工资,498.63
5971957,工资,872.60
5971957,工资,10.04
5971957,工资,373.97
5983111,案件受理费,400
5983111,案件受理费,200
5990417,护理费,2775.6
5990417,住院伙食补助费,1000
5990417,交通费,76
5990417,交通费,3851.6
5998757,借款,75000000
5998757,利息损失,65000000
5998757,利息损失,2828962.5
5998757,借款,10000000
5998757,利息,335995
6000218,货款,3582290.00
6002152,律师费,20000
6002164,利息,13
6002164,律师费,7000
6002184,律师费,6000
6004733,借款,83297
6004733,利息,8000
6013108,利息,120631.88
6035602,借款,2650000
6035602,利息,2450000
6035602,利息,200000
6035669,租金,5800
6035669,违约金,1160
6035669,违约金,6960
6035697,借款,1650000
6035697,利息,6944
6035697,利息,197951
6035697,借款,1650000
6035763,借款,4200000
6035763,复利,348646.53
6035763,复利,137196.69
6035763,利息,137196.69
6035763,利息,137196.69
6035763,利息,137196.69
6037378,借款,1632900.54
6037378,复利,77849.84
6037403,借款,4000000
6037403,复利,755387.36
6037403,借款,4000000
6037403,利息,230533.33
6037407,借款,1300000
6037407,复利,118785.07
6037407,借款,1300000
6037407,利息,50017.78
6037423,利息,175464.93
6037434,借款,4000000
6037434,复利,683841.21
6037434,借款,4000000
6037434,利息,161466.67
6037438,借款,9000000
6037438,复利,1226432.95
6037438,借款,9000000
6037438,利息,312564
6037442,借款,1450000
6037442,复利,145935.62
6037442,借款,1450000
6037442,利息,67681.84
6037446,借款,12000000
6037446,复利,1635243.94
6037446,借款,12000000
6037446,利息,416752
6037450,借款,3087839.9
6037450,复利,437394.91
6037450,借款,3087839.9
6037450,利息,232469.1
6037478,借款,4000000
6037478,复利,757274.8
6037478,借款,4000000
6037478,利息,225866.67
6037718,医疗费,1059.10
6037718,住院伙食补助费,1850.00
6037718,误工费,2713.33
6037718,护理费,3206.66
6037718,护理费,8829.09
6037740,医疗费,602.69
6037740,医疗费,202.69
6037740,医疗费,400.00
6037740,医疗费,35.31
6037740,存车费,200.00
6039116,经济补偿,2300
6039116,经济补偿,600
6039116,经济补偿,2900
6039125,借款,2950000
6039125,利息,1000000
6039125,借款,1500000
6039125,借款,1800000
6039125,借款,2950000
6041220,丧葬费,111679.87
6041220,丧葬费,48020.13
6041484,利息,5753.26
6041484,滞纳金,1180.30
6041484,滞纳金,201.59
6041516,医疗费,250
6041516,停工留薪期工资,10800
6041516,鉴定费,300
6041516,鉴定费,11350
6041541,借款,10000000
6041541,利息,665462.28
6041541,利息,588499.31
6041541,复利,39162.46
6041541,借款,10000000
6041541,利息,665462.28
6041544,工伤医疗补助金,14836
6041544,工伤医疗补助金,14836
6041544,伤残补助金,19800
6041544,工资,3740
6041544,护理费,8901.6
6041544,护理费,62113.6
6041564,利息,1731.91
6041564,滞纳金,378
6041564,滞纳金,211
6042290,租金,80400
6042290,利息损失,25555.5
6042300,死亡赔偿金,115254.04
6042300,误工费,290228.5
6042316,利息,20211.94
6042316,利息,15.42
6042316,滞纳金,6546.78
6042316,滞纳金,3.46
6042316,滞纳金,1.70
6042324,借款,694321.12
6042324,利息,38450.63
6042324,借款,694321.12
6042346,利息,580.60
6042346,滞纳金,112.40
6042346,滞纳金,112.40
6042358,罚息,796828.31
6042362,利息,5828.59
6042362,滞纳金,1791.57
6042362,滞纳金,749.95
6042382,利息,10443.34
6042382,滞纳金,3151.17
6042382,滞纳金,248.40
6042395,利息,2899
6042395,滞纳金,917
6042395,滞纳金,104
6043030,借款,20000
6043030,借款,20000
6043030,利息,500
6043442,残疾赔偿金,228015.54
6043442,医疗费,33750.75
6043442,误工费,19218.81
6043442,护理费,9327.34
6043442,住宿费,1500
6043442,住院伙食补助费,2460
6043442,住院伙食补助费,2460
6043442,精神损害抚慰金,5000
6043442,精神损害抚慰金,11000
6043442,精神损害抚慰金,312732.44
6044999,交通费,23715.42
6044999,交通费,8671.26
6044999,医疗费,1269.22
6044999,医疗费,1000
6046384,垫付款,1625061.72
6046405,借款,4000000
6046405,利息,263815.33
6046405,复利,6.7
6046415,借款,1870000
6046415,利息,22674.17
6046415,复利,4371.42
6046415,利息,354609.97
6046415,利息,0134
6046421,医疗费,10000
6046421,伤残赔偿金,110000
6046421,伤残赔偿金,120000
6046421,医疗费,42693.6
6046421,伤残赔偿金,138004
6046421,精神损害抚慰金,20000
6046421,护理费,3402
6046421,误工费,14640
6046421,住院伙食补助费,1320
6046421,营养费,3660
6046421,交通费,3000
6046421,住宿费,1500
6046421,鉴定费,700
6046421,鉴定费,2000
6046421,鉴定费,425319.6
6046421,医疗费,49000
6046421,医疗费,333787.64
6046622,第三者责任险,1966.04
6046622,第三者责任险,89511.44
6046630,车辆损失,16339.2
6047934,罚息,450595.72
6047938,罚息,301319.07
6047954,罚息,584000
6047958,罚息,458595.77
6048353,医疗费,2186
6048353,误工费,9389.67
6048353,住院伙食补助费,3450
6048362,误工费,1218.79
6048362,住院伙食补助费,600.00
6048362,残疾赔偿金,41334.14
6048362,精神损害抚慰金,10000.00
6049047,误工费,6848.40
6049047,护理费,11100.00
6049047,护理费,17948.40
6049047,医疗费,4020.73
6049047,伙食补助费,1110.00
6049047,伙食补助费,5130.73
6049071,货款,10550
6049071,利息,7132
6049071,利息,17682
6049075,货款,26000
6049075,利息,13182
6049075,利息,39182
6049083,货款,26000
6049083,利息,2600
6049083,利息,28600
6049087,货款,4000
6049087,利息,1560
6049087,利息,5560
6049091,借款,50000.00
6049091,利息,20917.50
6049091,利息,70917.50
6049095,借款,50000.00
6049095,利息,20917.50
6049095,利息,70917.50
6054173,借款,40000.00
6054173,利息,1227.60
6054173,利息,41227.60
6054179,借款,22500.00
6054179,利息,9192.30
6054179,利息,41692.30
6054183,借款,13000.00
6054183,利息,5805.80
6054183,利息,18805.80
6054188,借款,29900.00
6054188,利息,11899.58
6054188,利息,41799.58
6054191,借款,29000.00
6054191,利息,12638.78
6054191,利息,41638.78
6054331,借款,1360000
6054331,利息,238126.85
6054331,复利,45371.04
6055627,利息,196710.2
6055627,滞纳金,500
6055636,借款,1300000
6055640,借款,5000000
6056263,罚息,152323.17
6056274,利息,691739.78
6056484,借款,950000
6056484,利息,9221.33
6056484,复利,310.72
6056484,利息,47259.33
6056484,利息,9221.33
6056484,借款,950000
6056488,借款,4500000
6056488,利息,6825
6056488,复利,299.74
6056488,利息,291037.50
6056488,利息,6825
6056488,借款,4500000
6056492,借款,3800000
6056492,利息,103740
6056492,复利,3057.57
6056492,利息,106210
6056492,利息,103740
6056492,借款,3800000
6056496,借款,1900000
6056496,利息,57633.35
6056496,复利,1625.75
6056496,利息,44460
6056496,利息,57633.35
6056496,借款,1900000
6057048,借款,140000
6057048,利息损失,50000
6057063,借款,60000
6057063,利息,2600
6057459,利息,146817.27
6057459,复利,11660.67
6064432,利息,4.200
6064432,利息,0.01
6064436,利息,15.260
6064436,利息,90
6064436,利息,0.02
6064436,利息,90
6066904,死亡伤残赔偿,88422.80
6066904,护理费,7946
6066904,误工费,14195.40
6066904,第三者责任险,199312.68
6066904,医疗费,8594.74
6066904,伙食补助费,2030
6066904,伙食补助费,2900
6066917,医疗费,10000
6066917,医疗费,8081.89
6066917,伙食补助费,1918.11
6066917,死亡伤残赔偿,110000
6066917,护理费,7946
6066917,误工费,13631.20
6066917,第三者责任险,200000
6066917,伙食补助费,981.89
6066917,伙食补助费,687.32
6066917,伙食补助费,981.89
6067098,借款,14418887.54
6067098,利息,2449889.57
6067098,借款,14418887.54
6067111,经济补偿金,42000
6067833,借款,50000.00
6067833,利息,6722.14
6067837,借款,50000.00
6067837,利息,6722.14
6067840,借款,50000.00
6067840,利息,6722.14
6067864,借款,220000
6067864,利息,57300.00
6067864,利息,45000.00
6067867,医疗费,69210.96
6067867,护理费,2200.00
6067867,住院伙食补助费,2100.00
6067867,住院伙食补助费,73510.96
6067867,住院伙食补助费,36755.48
6067876,利息,6547.50
6068573,医疗费,10000
6068573,精神抚慰金,75110
6068573,住院伙食补助费,32537
6068573,住院伙食补助费,9761.10
6068573,修车费用,1400
6068573,修车费用,980
